frame,time_seconds,confidence,x1,y1,x2,y2,X_3D,Y_3D,Z_3D,W_3D,H_3D,D_3D
585,24.381,0.7559,226,684,348,926,-7.3613,0.3774,18.1423,0.7783,1.6711,0.346
586,24.422,0.7511,226,683,348,926,-7.3835,0.3786,18.1967,0.7806,1.6762,0.347
587,24.464,0.7529,226,683,348,926,-7.3898,0.379,18.2119,0.7813,1.6777,0.3473
588,24.506,0.7565,226,683,348,926,-7.3753,0.3781,18.1766,0.7797,1.6743,0.3466
589,24.547,0.7583,226,683,348,926,-7.3944,0.3792,18.2231,0.7818,1.6787,0.3475
590,24.589,0.756,226,684,348,926,-7.3584,0.3772,18.1351,0.778,1.6705,0.3458
591,24.631,0.7548,226,684,348,926,-7.3804,0.3785,18.1889,0.7803,1.6755,0.3469
592,24.672,0.7529,226,683,348,926,-7.4088,0.3801,18.2583,0.7833,1.682,0.3482
593,24.714,0.7551,226,684,348,926,-7.3795,0.3784,18.1869,0.7802,1.6753,0.3468
594,24.756,0.7565,226,683,348,926,-7.4007,0.3796,18.2387,0.7824,1.6802,0.3478
595,24.797,0.7561,226,683,348,926,-7.4089,0.3801,18.2585,0.7833,1.682,0.3482
596,24.839,0.7555,226,683,348,926,-7.4094,0.3801,18.2598,0.7834,1.6822,0.3483
597,24.881,0.7547,226,683,348,926,-7.4093,0.3801,18.2596,0.7834,1.6821,0.3483
598,24.922,0.7545,226,683,348,926,-7.4092,0.3801,18.2593,0.7833,1.6821,0.3483
599,24.964,0.7539,226,683,348,926,-7.4094,0.3801,18.2599,0.7834,1.6822,0.3483
600,25.006,0.7529,226,683,348,926,-7.4094,0.3801,18.2599,0.7834,1.6822,0.3483
601,25.047,0.7552,226,683,348,926,-7.4094,0.3801,18.2598,0.7834,1.6822,0.3483
602,25.089,0.7557,227,683,348,926,-7.4654,0.3834,18.3966,0.7894,1.6951,0.351
603,25.131,0.7555,227,683,348,926,-7.467,0.3835,18.4005,0.7895,1.6955,0.351
604,25.172,0.7561,227,683,348,926,-7.468,0.3835,18.403,0.7897,1.6957,0.3511
605,25.214,0.7561,227,683,348,926,-7.4689,0.3836,18.4052,0.7897,1.6959,0.3511
606,25.256,0.7552,227,683,348,926,-7.4695,0.3836,18.4066,0.7898,1.696,0.3512
607,25.297,0.7582,226,683,348,926,-7.413,0.3803,18.2686,0.7838,1.683,0.3484
608,25.339,0.7561,226,683,348,926,-7.4137,0.3804,18.2703,0.7838,1.6832,0.3485
609,25.381,0.7557,226,683,348,926,-7.4135,0.3804,18.2699,0.7838,1.6831,0.3485
610,25.422,0.7561,226,683,348,926,-7.4119,0.3803,18.266,0.7836,1.6828,0.3484
611,25.464,0.757,226,683,348,926,-7.4176,0.3806,18.2798,0.7842,1.684,0.3487
612,25.506,0.7587,226,683,348,926,-7.408,0.38,18.2564,0.7832,1.6818,0.3482
613,25.547,0.7585,226,683,348,926,-7.4103,0.3802,18.2621,0.7835,1.6824,0.3483
614,25.589,0.7559,226,683,348,925,-7.4425,0.382,18.3407,0.7869,1.6897,0.3498
615,25.631,0.756,226,683,348,925,-7.4422,0.382,18.34,0.7868,1.6897,0.3498
616,25.673,0.7575,226,683,348,925,-7.4321,0.3814,18.3152,0.7857,1.6873,0.3493
617,25.714,0.754,227,684,348,926,-7.441,0.382,18.337,0.7868,1.6895,0.3498
618,25.756,0.7532,226,683,348,925,-7.4381,0.3817,18.3299,0.7864,1.6887,0.3496
619,25.798,0.7544,226,683,348,925,-7.4378,0.3817,18.3291,0.7864,1.6886,0.3496
620,25.839,0.7554,226,683,348,925,-7.4373,0.3817,18.3279,0.7863,1.6885,0.3496
621,25.881,0.7554,226,683,348,925,-7.4368,0.3817,18.3267,0.7862,1.6884,0.3496
622,25.923,0.7555,226,683,348,925,-7.4361,0.3816,18.3251,0.7862,1.6883,0.3495
623,25.964,0.7534,226,683,348,925,-7.4405,0.3819,18.3359,0.7866,1.6893,0.3497
624,26.006,0.7529,226,683,348,925,-7.4397,0.3818,18.3339,0.7866,1.6891,0.3497
625,26.048,0.752,226,683,348,925,-7.44,0.3819,18.3346,0.7866,1.6892,0.3497
626,26.089,0.7522,226,683,348,925,-7.4462,0.3822,18.3497,0.7873,1.6906,0.35
627,26.131,0.7539,226,683,348,925,-7.4404,0.3819,18.3356,0.7866,1.6892,0.3497
628,26.173,0.7567,226,683,348,925,-7.4378,0.3817,18.3293,0.7864,1.6887,0.3496
629,26.214,0.7538,226,683,348,925,-7.4464,0.3822,18.3503,0.7873,1.6906,0.35
630,26.256,0.7543,226,683,348,925,-7.4554,0.3827,18.3722,0.7882,1.6927,0.3505
631,26.298,0.7544,226,683,348,925,-7.45,0.3824,18.3589,0.7877,1.6914,0.3502
632,26.339,0.755,226,683,348,925,-7.447,0.3823,18.3518,0.7873,1.6908,0.3501
633,26.381,0.7569,226,683,348,925,-7.446,0.3822,18.3492,0.7872,1.6905,0.35
634,26.423,0.752,226,683,348,925,-7.4582,0.3829,18.3791,0.7885,1.6933,0.3506
635,26.464,0.7522,226,683,348,925,-7.459,0.3829,18.381,0.7886,1.6935,0.3506
636,26.506,0.7462,227,682,348,924,-7.5473,0.388,18.5967,0.798,1.7138,0.3549
637,26.548,0.7456,227,682,348,924,-7.5511,0.3882,18.6059,0.7984,1.7147,0.355
638,26.589,0.7446,227,682,348,924,-7.5606,0.3888,18.6292,0.7994,1.7169,0.3555
639,26.631,0.7442,227,682,348,924,-7.5639,0.389,18.6373,0.7997,1.7176,0.3556
640,26.673,0.7437,227,682,348,924,-7.5647,0.389,18.6392,0.7998,1.7178,0.3557
641,26.714,0.7438,227,682,348,924,-7.5647,0.389,18.6392,0.7998,1.7178,0.3557
642,26.756,0.7435,227,682,348,924,-7.5647,0.389,18.6392,0.7998,1.7178,0.3557
643,26.798,0.7462,227,682,348,924,-7.5641,0.389,18.6379,0.7998,1.7177,0.3557
644,26.839,0.7486,227,682,348,924,-7.5615,0.3888,18.6314,0.7995,1.7171,0.3555
